director,genres,histogram,imdb_id,length,name,poster_url,themes,tmdb_id,url_name,year
M. Night Shyamalan,"Horror,Thriller,Mystery","[14780, 30105, 26658, 60090, 52857, 74251, 37148, 26068, 4574, 5889]",tt10954652,108,Old,https://a.ltrbxd.com/resized/film-poster/5/5/8/0/5/4/558054-old-0-230-0-345-crop.jpg?v=99abfca3a4,"Horror, the undead and monster classics,Monsters, aliens, sci-fi and the apocalypse,Intense violence and sexual transgression,Terrifying,  haunted,  and supernatural horror,Gothic and eerie haunting horror,Twisted dark psychological thriller,Gory,  gruesome,  and slasher horror,Sci-fi horror aliens and creatures",631843,old-2021,2021
Karyn Kusama,"Horror,Comedy","[4021, 10155, 8780, 31088, 31527, 90412, 78250, 113593, 31761, 76471]",tt1131734,107,Jennifer's Body,https://a.ltrbxd.com/resized/film-poster/3/9/3/0/5/39305-jennifer-s-body-0-230-0-345-crop.jpg?v=af7fb6bd86,"Horror, the undead and monster classics,Underdogs and coming of age,Gory,  gruesome,  and slasher horror,Zombie carnage and survival horror,Gothic and eerie haunting horror,Bloody vampire horror,Teen school antics and laughter",19994,jennifers-body,2009
Ron Clements,"Comedy,Adventure,Animation,Family","[1266, 4163, 3508, 20770, 26198, 119856, 121407, 202970, 54726, 99083]",tt3521164,107,Moana,https://a.ltrbxd.com/resized/film-poster/2/0/1/9/0/9/201909-moana-0-230-0-345-crop.jpg?v=cfeffc2eaa,"Song and dance,Fairy-tale fantasy and enchanted magic,Heartwarming Christmas and holiday joy,Musicals with dazzling vocal performances,Kids' animated fun and adventure,Adorable animals and heartwarming families",277834,moana-2016,2016
Phyllida Lloyd,"Romance,Comedy","[5195, 11176, 7480, 28285, 26751, 84580, 68423, 119441, 37755, 162159]",tt0795421,108,Mamma Mia!,https://a.ltrbxd.com/resized/sm/upload/10/5l/wu/jl/gOm2iMMbC6EonrFzmSQ8xvCa4Ei.jpg-0-230-0-345-crop.jpg?v=e49de6f770,"Song and dance,Musicals with dazzling vocal performances,Hilarious comedy with catchy tunes,Legendary musicians and stardom,Dance rhythms and catchy tunes,Heartwarming Christmas and holiday joy",11631,mamma-mia,2008
Sam Raimi,"Action,Adventure,Fantasy","[5981, 20012, 21188, 82982, 90021, 189037, 99037, 86532, 17921, 41518]",tt0413300,139,Spider-Man 3,https://a.ltrbxd.com/resized/sm/upload/gi/zi/fp/69/uC2pAMjb32NIgQ1GdC1Bl6LZJc2-0-230-0-345-crop.jpg?v=71a23d5211,"Epic heroes,Monsters, aliens, sci-fi and the apocalypse,Superheroes in action-packed battles with villains,Action comedy and silly heroics,Martial arts and intense combat,Fantasy adventure,  heroism,  and swordplay,Explosive and action-packed heroes vs. villains",559,spider-man-3,2007
Darren Aronofsky,"Horror,Thriller,Drama","[10067, 16682, 9636, 31210, 26761, 73638, 70553, 118475, 44005, 69532]",tt5109784,121,mother!,https://a.ltrbxd.com/resized/film-poster/3/1/6/3/1/1/316311-mother--0-230-0-345-crop.jpg?v=44ea890aaa,"Faith and religion,Intense violence and sexual transgression,Horror, the undead and monster classics,Faith and spiritual journeys,Surreal and thought-provoking visions of life and death,Terrifying,  haunted,  and supernatural horror,Gothic and eerie haunting horror,Sins,  forgiveness,  and challenging faith",381283,mother-2017,2017
Guillermo del Toro,"War,Drama,Fantasy","[976, 2556, 1579, 8667, 8884, 43607, 56397, 154384, 85401, 141275]",tt0457430,118,Pan's Labyrinth,https://a.ltrbxd.com/resized/film-poster/5/1/0/4/7/51047-pan-s-labyrinth-0-230-0-345-crop.jpg?v=79f89e7325,"Epic history and literature,Fairy-tale fantasy and enchanted magic,Surreal and thought-provoking visions of life and death,Gothic and eerie haunting horror,Historical battles and epic heroism,Fantasy adventure,  heroism,  and swordplay",1417,pans-labyrinth,2006
Matthew Vaughn,"Action,Comedy,Crime,Adventure","[1872, 5649, 4106, 20496, 23360, 107782, 131625, 220234, 60140, 74875]",tt2802144,129,Kingsman: The Secret Service,https://a.ltrbxd.com/resized/film-poster/1/4/8/2/0/0/148200-kingsman-the-secret-service-0-230-0-345-crop.jpg?v=cd49b739cf,"High speed and special ops,Epic heroes,Crude humor and satire,Action comedy and silly heroics,Explosive and action-packed heroes vs. villains,Martial arts and intense combat,Exciting spy thrillers with tense intrigue,Superheroes in action-packed battles with villains",207703,kingsman-the-secret-service,2014
Emerald Fennell,"Crime,Drama,Thriller","[3858, 7070, 5815, 20147, 23557, 65370, 81091, 138283, 54007, 68181]",tt9620292,114,Promising Young Woman,https://a.ltrbxd.com/resized/film-poster/5/1/0/0/4/7/510047-promising-young-woman-0-230-0-345-crop.jpg?v=21703347b6,"Intense violence and sexual transgression,Thrillers and murder mysteries,Brutal revenge and graphic violence,Gripping,  intense violent crime,Suspenseful crime thrillers,Erotic relationships and desire,Challenging or sexual themes & twists",582014,promising-young-woman,2020
Patty Jenkins,"Adventure,Action,Fantasy","[5743, 15604, 11994, 53052, 53689, 168181, 131746, 161900, 34381, 56694]",tt0451279,141,Wonder Woman,https://a.ltrbxd.com/resized/film-poster/2/2/5/0/2/7/225027-wonder-woman-0-230-0-345-crop.jpg?v=4d37bba9b1,"Epic heroes,War and historical adventure,Epic history and literature,Bravery in World War II,Martial arts and intense combat,Fantasy adventure,  heroism,  and swordplay,Superheroes in action-packed battles with villains,Historical battles and epic heroism",297762,wonder-woman-2017,2017
John Lasseter,"Comedy,Animation,Family","[925, 3064, 2148, 17224, 16909, 99480, 96985, 217868, 79067, 133370]",tt0120363,92,Toy Story 2,https://a.ltrbxd.com/resized/film-poster/5/1/2/8/9/51289-toy-story-2-0-230-0-345-crop.jpg?v=96fd9a530b,"Adorable animals and heartwarming families,Heartwarming Christmas and holiday joy,Kids' animated fun and adventure,Fairy-tale fantasy and enchanted magic,Emotional and captivating fantasy storytelling",863,toy-story-2,1999
Yorgos Lanthimos,"Comedy,Drama,Thriller","[898, 2607, 1653, 9045, 9443, 44962, 62231, 162222, 83460, 85178]",tt5083738,119,The Favourite,https://a.ltrbxd.com/resized/film-poster/3/1/0/7/0/5/310705-the-favourite-0-230-0-345-crop.jpg?v=c5488e37ef,"Epic history and literature,Sumptuous royalty and lavish dramas,Shakespearean drama and captivating vision,Erotic relationships and desire,Witty satire and amusing jokes,Historical battles and epic heroism",375262,the-favourite,2018
John Carpenter,"Thriller,Horror","[1406, 4117, 3334, 16237, 18317, 75441, 79078, 151448, 55697, 114631]",tt0077651,91,Halloween,https://a.ltrbxd.com/resized/film-poster/6/0/2/9/8/60298-halloween-0-230-0-345-crop.jpg?v=bcb3149dda,"Horror, the undead and monster classics,Intense violence and sexual transgression,Gory,  gruesome,  and slasher horror,Gothic and eerie haunting horror,Terrifying,  haunted,  and supernatural horror,Zombie carnage and survival horror,Creepy,  chilling,  and terrifying horror",948,halloween-1978,1978
Luca Guadagnino,"Horror,Romance,Drama","[2324, 4578, 3992, 15157, 19092, 55301, 71102, 111900, 48033, 46019]",tt10168670,131,Bones and All,https://a.ltrbxd.com/resized/sm/upload/xi/cb/mo/xg/bones2-0-230-0-345-crop.jpg?v=bdb6694df9,"Horror, the undead and monster classics,Intense violence and sexual transgression,Cannibalism and extreme gory horror,Gothic and eerie haunting horror,Gory,  gruesome,  and slasher horror,Zombie carnage and survival horror,Bloody vampire horror",791177,bones-and-all,2022
George Lucas,"Action,Science Fiction,Adventure","[18157, 45203, 40548, 109070, 90671, 156810, 79235, 75459, 14984, 37733]",tt0121765,142,Star Wars: Episode II – Attack of the Clones,https://a.ltrbxd.com/resized/film-poster/5/0/7/1/0/50710-star-wars-episode-ii-attack-of-the-clones-0-230-0-345-crop.jpg?v=cdb8caab10,"Epic heroes,Monsters, aliens, sci-fi and the apocalypse,Epic history and literature,Fantasy adventure,  heroism,  and swordplay,Action-packed space and alien sagas,Imaginative space odysseys and alien encounters,Thought-provoking sci-fi action and future technology,Martial arts and intense combat",1894,star-wars-episode-ii-attack-of-the-clones,2002
Halina Reijn,"Horror,Comedy,Mystery","[3216, 6656, 6465, 23455, 31764, 93814, 108184, 116557, 26457, 27262]",tt8110652,94,Bodies Bodies Bodies,https://a.ltrbxd.com/resized/film-poster/4/4/9/4/4/2/449442-bodies-bodies-bodies-0-230-0-345-crop.jpg?v=1dfddd92ac,"Horror, the undead and monster classics,Crude humor and satire,Thrillers and murder mysteries,Intense violence and sexual transgression,Gory,  gruesome,  and slasher horror,Spooky,  scary comedy,Gothic and eerie haunting horror,Intriguing and suspenseful murder mysteries,Zombie carnage and survival horror",520023,bodies-bodies-bodies,2022
Martin Scorsese,"Drama,Crime,History","[1587, 5055, 2880, 17673, 16152, 67798, 80258, 170612, 87322, 77307]",tt1302006,209,The Irishman,https://a.ltrbxd.com/resized/film-poster/3/3/3/2/0/3/333203-the-irishman-0-230-0-345-crop.jpg?v=44b0138d78,"Crime, drugs and gangsters,Politics and human rights,Ruthless gangsters and gritty crime,Riveting presidential and political drama,Engaging casino gambling drama,Guns,  crime,  and violent action,Drugs and violent crime",398978,the-irishman-2019,2019
Wong Kar-wai,"Drama,Romance","[379, 736, 659, 3234, 4125, 18282, 29819, 91838, 75445, 145944]",tt0118694,99,In the Mood for Love,https://a.ltrbxd.com/resized/sm/upload/g1/7l/2j/qk/tSRdvZY1waXrTeMqeLBmq9IRs08-0-230-0-345-crop.jpg?v=938633fc19,"Moving relationship stories,Relationship comedy,Tragic sadness and captivating beauty,Erotic relationships and desire,Captivating relationships and charming romance,Passion and romance,Charming romances and delightful chemistry",843,in-the-mood-for-love,2000
David Ayer,"Adventure,Action,Fantasy","[77924, 128713, 80020, 163722, 88100, 125755, 42790, 46686, 6525, 22470]",tt1386697,123,Suicide Squad,https://a.ltrbxd.com/resized/sm/upload/t0/3y/yr/rs/n3rm3gxguxzFDlygpROV7RHbELe-0-230-0-345-crop.jpg?v=67909d635e,"Epic heroes,High speed and special ops,Monsters, aliens, sci-fi and the apocalypse,Explosive and action-packed heroes vs. villains,Action comedy and silly heroics,Superheroes in action-packed battles with villains,Martial arts and intense combat,Thought-provoking sci-fi action and future technology",297761,suicide-squad-2016,2016
Darius Marder,"Drama,Music","[218, 601, 563, 3159, 4793, 26210, 56316, 164002, 102928, 83718]",tt5363618,121,Sound of Metal,https://a.ltrbxd.com/resized/film-poster/4/3/2/0/0/4/432004-sound-of-metal-0-230-0-345-crop.jpg?v=289acd955b,"Humanity and the world around us,Moving relationship stories,Emotional life of renowned artists,Powerful stories of heartbreak and illness,Student coming-of-age challenges,Legendary musicians and stardom,Fascinating,  emotional stories and documentaries",502033,sound-of-metal,2019
Lin-Manuel Miranda,"Music,Drama","[1365, 3395, 2807, 11923, 15546, 58879, 85424, 159469, 62813, 84600]",tt8721424,120,"tick, tick...BOOM!",https://a.ltrbxd.com/resized/film-poster/4/6/6/2/9/1/466291-tick-tick-boom--0-230-0-345-crop.jpg?v=37cdb94d8e,"Song and dance,Humanity and the world around us,Musicals with dazzling vocal performances,Emotional life of renowned artists,Legendary musicians and stardom,Dance rhythms and catchy tunes,Hilarious comedy with catchy tunes",537116,tick-tick-boom-2021,2021
Jon Favreau,"Adventure,Action,Science Fiction","[6549, 22231, 25250, 106352, 108801, 218281, 97028, 84634, 11475, 31050]",tt1228705,124,Iron Man 2,https://a.ltrbxd.com/resized/film-poster/4/6/5/1/1/46511-iron-man-2-0-230-0-345-crop.jpg?v=67e856ad63,"Epic heroes,High speed and special ops,Monsters, aliens, sci-fi and the apocalypse,Explosive and action-packed heroes vs. villains,Superheroes in action-packed battles with villains,Action comedy and silly heroics,Martial arts and intense combat,Thought-provoking sci-fi action and future technology",10138,iron-man-2,2010
Stanley Kubrick,"Thriller,Drama,Mystery","[1540, 4258, 2561, 13329, 12096, 47703, 57386, 129450, 72093, 91174]",tt0120663,159,Eyes Wide Shut,https://a.ltrbxd.com/resized/film-poster/5/1/7/1/7/51717-eyes-wide-shut-0-230-0-345-crop.jpg?v=7010402aeb,"Moving relationship stories,Intense violence and sexual transgression,Humanity and the world around us,Erotic relationships and desire,Gothic and eerie haunting horror,Challenging or sexual themes & twists,Surreal and thought-provoking visions of life and death,Dreamlike,  quirky,  and surreal storytelling",345,eyes-wide-shut,1999
Sean Baker,Drama,"[812, 1898, 1402, 6745, 7599, 34282, 54025, 143319, 83119, 105620]",tt5649144,112,The Florida Project,https://a.ltrbxd.com/resized/film-poster/3/2/8/5/3/8/328538-the-florida-project-0-230-0-345-crop.jpg?v=60e095aa65,"Moving relationship stories,Underdogs and coming of age,Emotional and touching family dramas,Adorable animals and heartwarming families,Heartbreaking and moving family drama,Teen relationships and coming-of-age,Heartwarming Christmas and holiday joy",394117,the-florida-project,2017
Wes Anderson,"Adventure,Comedy,Animation","[750, 2138, 1624, 9374, 12749, 59113, 87086, 177174, 68599, 79275]",tt5104604,101,Isle of Dogs,https://a.ltrbxd.com/resized/sm/upload/z2/5l/zn/to/uMcbu3qVseJGH24xUAyIVzmcQV4-0-230-0-345-crop.jpg?v=8bc488a9ff,"Adorable animals and heartwarming families,Emotional and captivating fantasy storytelling,Humanity's odyssey: earth and beyond,Dinosaurs and sci-fi monster adventures,Witty satire and amusing jokes",399174,isle-of-dogs-2018,2018
Joachim Trier,"Comedy,Drama,Romance","[879, 1832, 1455, 6114, 8035, 29124, 47498, 119777, 83139, 88612]",tt10370710,128,The Worst Person in the World,https://a.ltrbxd.com/resized/film-poster/5/8/5/2/5/8/585258-the-worst-person-in-the-world-0-230-0-345-crop.jpg?v=92bc344c27,"Relationship comedy,Moving relationship stories,Erotic relationships and desire,Captivating relationships and charming romance,Charming romances and delightful chemistry,Emotional life of renowned artists,Emotional LGBTQ relationships",660120,the-worst-person-in-the-world,2021
Park Chan-wook,"Romance,Thriller,Drama","[533, 822, 685, 2968, 3602, 15787, 27210, 91114, 87264, 141125]",tt4016934,145,The Handmaiden,https://a.ltrbxd.com/resized/sm/upload/pc/n6/pz/mi/wvzfK5QR6dGLwND8MCzWjsQWG4Q-0-230-0-345-crop.jpg?v=bcfcc8f8f6,"Intense violence and sexual transgression,Thrillers and murder mysteries,Moving relationship stories,Erotic relationships and desire,Gothic and eerie haunting horror,Brutal revenge and graphic violence,Tragic sadness and captivating beauty,Emotional and captivating fantasy storytelling",290098,the-handmaiden,2016
Wes Anderson,"Drama,Comedy","[688, 1994, 1374, 7474, 8871, 42860, 65320, 155429, 81011, 111685]",tt0265666,110,The Royal Tenenbaums,https://a.ltrbxd.com/resized/sm/upload/sf/k0/qu/5o/5xw30y0pSaMtTcuZW5VaQPiR8qb-0-230-0-345-crop.jpg?v=b945b566a6,"Relationship comedy,Crude humor and satire,Quirky and endearing relationships,Funny jokes and crude humor,Heartwarming Christmas and holiday joy,Laugh-out-loud relationship entanglements,Gags,  jokes,  and slapstick humor",9428,the-royal-tenenbaums,2001
Catherine Hardwicke,"Romance,Drama,Fantasy","[25192, 50178, 32263, 88439, 57056, 118932, 49732, 74614, 13828, 106808]",tt1099212,122,Twilight,https://a.ltrbxd.com/resized/film-poster/4/7/4/6/9/47469-twilight-0-230-0-345-crop.jpg?v=f347bd6a28,"Horror, the undead and monster classics,Underdogs and coming of age,Bloody vampire horror,Gothic and eerie haunting horror,Teen school antics and laughter,Creepy,  chilling,  and terrifying horror,Teen relationships and coming-of-age",8966,twilight-2008,2008
Kenneth Branagh,"Fantasy,Action,Adventure","[9574, 32844, 29876, 111448, 104553, 221597, 97676, 82357, 10061, 26967]",tt0800369,115,Thor,https://a.ltrbxd.com/resized/film-poster/4/6/4/5/6/46456-thor-0-230-0-345-crop.jpg?v=36c210ad0d,"Epic heroes,Epic history and literature,Monsters, aliens, sci-fi and the apocalypse,Fantasy adventure,  heroism,  and swordplay,Superheroes in action-packed battles with villains,Action-packed space and alien sagas,Imaginative space odysseys and alien encounters,Dinosaurs and sci-fi monster adventures",10195,thor,2011
Francis Lawrence,"Action,Science Fiction,Adventure","[2298, 7833, 6167, 32567, 33525, 124306, 106586, 170567, 54265, 126514]",tt1951264,146,The Hunger Games: Catching Fire,https://a.ltrbxd.com/resized/sm/upload/0a/6m/bl/rt/esWEsDI83IYqUBGSN69hb4A1Vfu-0-230-0-345-crop.jpg?v=a9ecd05d8f,"Epic history and literature,Epic heroes,War and historical adventure,Thought-provoking sci-fi action and future technology,Historical battles and epic heroism,Martial arts and intense combat,Fantasy adventure,  heroism,  and swordplay,Epic adventure and breathtaking battles",101299,the-hunger-games-catching-fire,2013
Byron Howard,"Comedy,Family,Adventure,Animation","[1950, 5558, 4417, 26084, 30136, 136129, 133028, 222131, 60532, 96251]",tt2948356,109,Zootopia,https://a.ltrbxd.com/resized/film-poster/1/9/2/4/1/0/192410-zootopia-0-230-0-345-crop.jpg?v=e22eae9a2a,"Adorable animals and heartwarming families,Kids' animated fun and adventure,Heartwarming Christmas and holiday joy,Fairy-tale fantasy and enchanted magic,Humanity's odyssey: earth and beyond",269149,zootopia,2016
Baz Luhrmann,"Drama,Romance","[4144, 12137, 11177, 46367, 50137, 146736, 116098, 136014, 32935, 60152]",tt1343092,143,The Great Gatsby,https://a.ltrbxd.com/resized/film-poster/2/8/5/285-the-great-gatsby-0-230-0-345-crop.jpg?v=83157e478f,"Song and dance,Humanity and the world around us,Moving relationship stories,Emotional life of renowned artists,Musicals with dazzling vocal performances,Passion and romance,Captivating relationships and charming romance,Charming romances and delightful chemistry",64682,the-great-gatsby-2013,2013
Chloé Zhao,"Science Fiction,Action,Adventure","[16537, 32875, 27941, 80395, 78748, 150330, 98333, 86839, 18756, 25201]",tt9032400,156,Eternals,https://a.ltrbxd.com/resized/film-poster/4/5/4/0/1/6/454016-eternals-0-230-0-345-crop.jpg?v=2578d04fd8,"Epic heroes,Monsters, aliens, sci-fi and the apocalypse,Imaginative space odysseys and alien encounters,Action-packed space and alien sagas,Superheroes in action-packed battles with villains,Fantasy adventure,  heroism,  and swordplay,Dinosaurs and sci-fi monster adventures",524434,eternals,2021
Makoto Shinkai,"Drama,Animation,Romance","[1575, 2725, 2273, 9492, 11516, 44144, 58846, 147087, 94907, 191527]",tt5311514,106,Your Name.,https://a.ltrbxd.com/resized/sm/upload/md/ku/l7/m5/xq1Ugd62d23K2knRUx6xxuALTZB-0-230-0-345-crop.jpg?v=443be7928f,"Relationship comedy,Moving relationship stories,Emotional and captivating fantasy storytelling,Surreal and thought-provoking visions of life and death,Tragic sadness and captivating beauty,Charming romances and delightful chemistry,Captivating relationships and charming romance",372058,your-name,2016
Brad Bird,"Animation,Family,Action,Adventure","[2153, 7366, 7544, 41390, 49152, 173429, 143321, 182959, 39638, 60070]",tt3606756,118,Incredibles 2,https://a.ltrbxd.com/resized/film-poster/1/8/4/0/6/1/184061-incredibles-2-0-230-0-345-crop.jpg?v=ba643664bd,"Epic heroes,Kids' animated fun and adventure,Heartwarming Christmas and holiday joy,Adorable animals and heartwarming families,Superheroes in action-packed battles with villains,Action comedy and silly heroics",260513,incredibles-2,2018
Todd Field,"Music,Drama","[1331, 3074, 2436, 10046, 12158, 37718, 53861, 123172, 82535, 58044]",tt14444726,158,TÁR,https://a.ltrbxd.com/resized/film-poster/7/3/4/0/9/6/734096-tar-0-230-0-345-crop.jpg?v=e6d8348cff,"Humanity and the world around us,Moving relationship stories,Emotional life of renowned artists,Fascinating,  emotional stories and documentaries,Erotic relationships and desire,Surreal and thought-provoking visions of life and death,Passion and romance",817758,tar-2022,2022
Sidney Lumet,Drama,"[449, 834, 417, 2402, 2330, 15063, 21803, 93552, 99710, 243466]",tt0050083,97,12 Angry Men,https://a.ltrbxd.com/resized/film-poster/5/1/7/0/0/51700-12-angry-men-0-230-0-345-crop.jpg?v=b8aaf291a9,"Politics and human rights,Thrillers and murder mysteries,Racism and the powerful fight for justice,Politics,  propaganda,  and political documentaries,Suspenseful crime thrillers,Riveting presidential and political drama,Intense terrorist and political thrillers",389,12-angry-men,1957
Gore Verbinski,"Action,Fantasy,Adventure","[1024, 3831, 2277, 15858, 16563, 96572, 111268, 238154, 73873, 118360]",tt0325980,143,Pirates of the Caribbean: The Curse of the Black Pearl,https://a.ltrbxd.com/resized/film-poster/2/6/9/5/2695-pirates-of-the-caribbean-the-curse-of-the-black-pearl-0-230-0-345-crop.jpg?v=272b36c0d8,"Epic heroes,Fantasy adventure,  heroism,  and swordplay,Disastrous voyages and heroic survival,Dinosaurs and sci-fi monster adventures,Bravery in World War II,Superheroes in action-packed battles with villains",22,pirates-of-the-caribbean-the-curse-of-the-black-pearl,2003
Andrew Adamson,"Family,Comedy,Animation,Fantasy,Adventure","[1712, 4638, 2752, 17459, 17857, 107310, 114715, 280863, 91517, 268763]",tt0126029,90,Shrek,https://a.ltrbxd.com/resized/film-poster/5/1/3/4/4/51344-shrek-0-230-0-345-crop.jpg?v=cd09df2c75,"Crude humor and satire,Heartwarming Christmas and holiday joy,Fairy-tale fantasy and enchanted magic,Kids' animated fun and adventure,Adorable animals and heartwarming families,Funny jokes and crude humor",808,shrek,2001
Francis Ford Coppola,"War,Drama","[691, 1475, 934, 5149, 4867, 24905, 31174, 102279, 86790, 179770]",tt0078788,147,Apocalypse Now,https://a.ltrbxd.com/resized/film-poster/2/6/9/0/2690-apocalypse-now-0-230-0-345-crop.jpg?v=d4f99c09a3,"War and historical adventure,Politics and human rights,Military combat and heroic soldiers,Bravery in World War II,Politics,  propaganda,  and political documentaries,Cannibalism and extreme gory horror,Historical battles and epic heroism",28,apocalypse-now,1979
Shane Black,"Action,Adventure,Science Fiction","[8250, 23238, 20627, 83990, 85002, 210663, 122631, 114027, 19930, 39321]",tt1300854,130,Iron Man 3,https://a.ltrbxd.com/resized/sm/upload/5r/0i/96/db/7XiGqZE8meUv7L4720L0tIDd7gO-0-230-0-345-crop.jpg?v=25f900a8ee,"Epic heroes,Monsters, aliens, sci-fi and the apocalypse,High speed and special ops,Explosive and action-packed heroes vs. villains,Superheroes in action-packed battles with villains,Action comedy and silly heroics,Martial arts and intense combat,Action-packed space and alien sagas",68721,iron-man-3,2013
Michael Jelenic,"Adventure,Comedy,Family,Animation,Fantasy","[2337, 6877, 9492, 36944, 59673, 171543, 152081, 146600, 34493, 66612]",tt6718170,93,The Super Mario Bros. Movie,https://a.ltrbxd.com/resized/film-poster/4/3/2/3/0/2/432302-the-super-mario-bros-movie-0-230-0-345-crop.jpg?v=d7dd92386e,"Epic heroes,Kids' animated fun and adventure,Heartwarming Christmas and holiday joy,Fairy-tale fantasy and enchanted magic,Adorable animals and heartwarming families,Fantasy adventure,  heroism,  and swordplay",502356,the-super-mario-bros-movie,2023
Henry Selick,"Family,Fantasy,Animation","[2772, 5203, 2155, 12538, 11794, 64305, 80718, 219891, 100039, 284424]",tt0327597,100,Coraline,https://a.ltrbxd.com/resized/film-poster/4/2/7/7/9/42779-coraline-0-230-0-345-crop.jpg?v=b792483e2a,"Horror, the undead and monster classics,Fairy-tale fantasy and enchanted magic,Heartwarming Christmas and holiday joy,Kids' animated fun and adventure,Adorable animals and heartwarming families,Terrifying,  haunted,  and supernatural horror",14836,coraline,2009
Chad Stahelski,"Thriller,Action","[1747, 5091, 3810, 19115, 24738, 117702, 159568, 298675, 85842, 120045]",tt2911666,101,John Wick,https://a.ltrbxd.com/resized/film-poster/1/7/2/0/7/6/172076-john-wick-0-230-0-345-crop.jpg?v=e3c8c69b11,"High speed and special ops,Crime, drugs and gangsters,Epic heroes,Westerns,Martial arts and intense combat,Explosive and action-packed heroes vs. villains,Guns,  crime,  and violent action,Fast cars and adrenaline-fueled action,Ruthless gangsters and gritty crime",245891,john-wick,2014
Andrew Stanton,"Family,Animation","[971, 3111, 2077, 15148, 16032, 112880, 120744, 328957, 112564, 224170]",tt0266543,100,Finding Nemo,https://a.ltrbxd.com/resized/film-poster/2/7/0/5/2705-finding-nemo-0-230-0-345-crop.jpg?v=b329bc5740,"Adorable animals and heartwarming families,Heartwarming Christmas and holiday joy,Fairy-tale fantasy and enchanted magic,Kids' animated fun and adventure,Teen friendship and coming-of-age",12,finding-nemo,2003
Anthony Russo,"Action,Adventure,Science Fiction","[3523, 11153, 6902, 39284, 37141, 154267, 142145, 268069, 102635, 147509]",tt1843866,136,Captain America: The Winter Soldier,https://a.ltrbxd.com/resized/sm/upload/he/p6/cc/lg/zt6b493XEL2OQ1bCSKccZ7V0iRY-0-230-0-345-crop.jpg?v=6296209106,"High speed and special ops,Epic heroes,War and historical adventure,Explosive and action-packed heroes vs. villains,Martial arts and intense combat,Exciting spy thrillers with tense intrigue,Bravery in World War II,Superheroes in action-packed battles with villains",100402,captain-america-the-winter-soldier,2014
Ridley Scott,"Science Fiction,Horror","[670, 1955, 1310, 8279, 8361, 52405, 65574, 210100, 127808, 249656]",tt0078748,117,Alien,https://a.ltrbxd.com/resized/sm/upload/8v/f1/qw/aa/bg7K6VtUG7Ew70gQj6SSroD5d4R-0-230-0-345-crop.jpg?v=a932f9e98e,"Monsters, aliens, sci-fi and the apocalypse,Horror, the undead and monster classics,Imaginative space odysseys and alien encounters,Sci-fi horror aliens and creatures,Dinosaurs and sci-fi monster adventures,Action-packed space and alien sagas,Thought-provoking sci-fi action and future technology",348,alien,1979
Hayao Miyazaki,"Family,Fantasy,Animation","[558, 1515, 1253, 7585, 9988, 58766, 79833, 220038, 103289, 231439]",tt0096283,86,My Neighbor Totoro,https://a.ltrbxd.com/resized/film-poster/4/7/7/5/6/47756-my-neighbor-totoro-0-230-0-345-crop.jpg?v=749abe71ad,"Fairy-tale fantasy and enchanted magic,Heartwarming Christmas and holiday joy,Adorable animals and heartwarming families,Emotional and captivating fantasy storytelling,Kids' animated fun and adventure",8392,my-neighbor-totoro,1988
Christopher Nolan,"Drama,Crime,Action,Thriller","[2258, 6665, 6402, 32405, 39191, 159756, 176608, 287430, 98149, 111049]",tt1345836,165,The Dark Knight Rises,https://a.ltrbxd.com/resized/film-poster/1/6/5/5/0/16550-the-dark-knight-rises-0-230-0-345-crop.jpg?v=a7db2d4314,"High speed and special ops,Epic heroes,Explosive and action-packed heroes vs. villains,Superheroes in action-packed battles with villains,Martial arts and intense combat,Brutal,  violent prison drama,Thought-provoking sci-fi action and future technology",49026,the-dark-knight-rises,2012
Gaspar Noé,"Horror,Drama","[2820, 4571, 3422, 10411, 10980, 31338, 39107, 70756, 34133, 41345]",tt8359848,97,Climax,https://a.ltrbxd.com/resized/film-poster/4/3/6/8/7/3/436873-climax-0-230-0-345-crop.jpg?v=b3003b4908,"Intense violence and sexual transgression,Song and dance,Horror, the undead and monster classics,Humanity and the world around us,Dance rhythms and catchy tunes,Gothic and eerie haunting horror,Brutal revenge and graphic violence,Challenging or sexual themes & twists,Dreamlike,  quirky,  and surreal storytelling",507076,climax-2018,2018
Steven Spielberg,"Drama,Crime","[441, 1563, 1293, 9022, 12460, 83557, 129154, 323002, 128003, 143728]",tt0264464,141,Catch Me If You Can,https://a.ltrbxd.com/resized/film-poster/5/1/4/8/4/51484-catch-me-if-you-can-0-230-0-345-crop.jpg?v=942d676423,"Crime, drugs and gangsters,Relationship comedy,Heists and thrilling action,Air pilot heroism and survival,Engaging casino gambling drama,Heartwarming Christmas and holiday joy,Enduring stories of family and marital drama",640,catch-me-if-you-can-2002,2002
Ridley Scott,"Drama,Science Fiction,Thriller","[1475, 4477, 3326, 16793, 18318, 72301, 84380, 202834, 110889, 204338]",tt0083658,118,Blade Runner,https://a.ltrbxd.com/resized/sm/upload/85/io/38/dz/vfzE3pjE5G7G7kcZWrA3fnbZo7V-0-230-0-345-crop.jpg?v=0d5de70f0d,"Monsters, aliens, sci-fi and the apocalypse,Thought-provoking sci-fi action and future technology,Imaginative space odysseys and alien encounters,Action-packed space and alien sagas,Surreal and thought-provoking visions of life and death,Humanity's odyssey: earth and beyond",78,blade-runner,1982
