director,genres,histogram,imdb_id,length,name,poster_url,themes,tmdb_id,url_name,year
Ben Affleck,"Drama,History","[442, 1155, 1403, 6768, 13480, 55793, 86515, 99439, 22239, 14209]",tt16419074,112,Air,https://a.ltrbxd.com/resized/film-poster/8/6/8/4/9/1/868491-air-0-230-0-345-crop.jpg?v=0dddab89c6,"Underdogs and coming of age,Relationship comedy,Inspiring sports underdog stories,Engaging casino gambling drama,Underdog boxing and fighting stories,Teen friendship and coming-of-age,Laugh-out-loud relationship entanglements",964980,air-2023,2023
James Wan,"Mystery,Thriller,Horror","[5715, 11055, 9806, 27719, 28963, 62780, 55799, 55712, 14221, 14962]",tt3811906,111,Malignant,https://a.ltrbxd.com/resized/film-poster/5/4/6/3/4/8/546348-malignant-0-230-0-345-crop.jpg?v=11e0d82f5d,"Horror, the undead and monster classics,Monsters, aliens, sci-fi and the apocalypse,Gory,  gruesome,  and slasher horror,Terrifying,  haunted,  and supernatural horror,Gothic and eerie haunting horror,Zombie carnage and survival horror,Chilling experiments and classic monster horror",619778,malignant-2021,2021
Spike Lee,Drama,"[296, 563, 455, 2141, 2591, 12126, 19171, 63754, 54899, 88694]",tt0097216,120,Do the Right Thing,https://a.ltrbxd.com/resized/sm/upload/zm/fz/vn/ie/obNQLtdeJy3IiKnExWoWBJH8V67-0-230-0-345-crop.jpg?v=b4926532f8,"Politics and human rights,Racism and the powerful fight for justice,Drugs and violent crime,Riveting presidential and political drama,Ruthless gangsters and gritty crime,Underdog boxing and fighting stories",925,do-the-right-thing,1989
Paul Thomas Anderson,Drama,"[608, 1649, 1439, 6634, 8050, 28593, 39123, 80611, 47367, 48237]",tt1560747,137,The Master,https://a.ltrbxd.com/resized/film-poster/5/2/5/1/2/52512-the-master-0-230-0-345-crop.jpg?v=815c91c273,"Faith and religion,Humanity and the world around us,Sins,  forgiveness,  and challenging faith,Surreal and thought-provoking visions of life and death,Erotic relationships and desire,Powerful stories of heartbreak and illness,Humanity's odyssey: earth and beyond",68722,the-master-2012,2012
Steven Spielberg,"Romance,Crime,Drama","[1696, 3485, 2888, 12010, 14233, 41614, 47600, 77203, 35552, 29568]",tt3581652,157,West Side Story,https://a.ltrbxd.com/resized/sm/upload/yd/j5/tz/up/xW3t04p24jH7aQyq1J63ApAP9gG-0-230-0-345-crop.jpg?v=a25d5f6f88,"Song and dance,Musicals with dazzling vocal performances,Dance rhythms and catchy tunes,Hilarious comedy with catchy tunes,Legendary musicians and stardom,Emotional life of renowned artists",511809,west-side-story-2021,2021
Frank Capra,"Fantasy,Family,Drama","[578, 1369, 772, 4138, 3741, 18864, 22170, 66027, 48125, 108142]",tt0038650,130,It's a Wonderful Life,https://a.ltrbxd.com/resized/film-poster/5/0/9/4/9/50949-it-s-a-wonderful-life-0-230-0-345-crop.jpg?v=64b72dd083,"Faith and religion,Moving relationship stories,Heartwarming Christmas and holiday joy,Touching and sad family stories,Sins,  forgiveness,  and challenging faith,Emotional and touching family dramas",1585,its-a-wonderful-life,1946
Dan Trachtenberg,"Thriller,Science Fiction,Action","[756, 1833, 2215, 9065, 15110, 54544, 84107, 103552, 23819, 19554]",tt11866324,100,Prey,https://a.ltrbxd.com/resized/film-poster/6/8/6/3/8/9/686389-prey-0-230-0-345-crop.jpg?v=f9f0c6bb6e,"Monsters, aliens, sci-fi and the apocalypse,Epic heroes,Dinosaurs and sci-fi monster adventures,Cannibalism and extreme gory horror,Sci-fi horror aliens and creatures,Action-packed space and alien sagas,Thought-provoking sci-fi action and future technology",766507,prey-2022,2022
Park Chan-wook,"Romance,Mystery,Thriller","[302, 728, 815, 3951, 6362, 23729, 40464, 77527, 41921, 25456]",tt12477480,138,Decision to Leave,https://a.ltrbxd.com/resized/film-poster/6/2/9/3/2/0/629320-decision-to-leave-0-230-0-345-crop.jpg?v=30eaeaf481,"Thrillers and murder mysteries,Film-noir and dark crime dramas,Intriguing and suspenseful murder mysteries,Suspenseful crime thrillers,Tragic sadness and captivating beauty,Erotic relationships and desire",705996,decision-to-leave,2022
Terry Gilliam,"Adventure,Comedy,Fantasy","[1037, 2117, 1463, 6163, 7010, 31497, 43624, 111352, 56938, 87452]",tt0071853,91,Monty Python and the Holy Grail,https://a.ltrbxd.com/resized/film-poster/5/1/3/9/0/51390-monty-python-and-the-holy-grail-0-230-0-345-crop.jpg?v=a294ae5def,"Crude humor and satire,Funny jokes and crude humor,Witty satire and amusing jokes,Hilarious comedy with catchy tunes,Gags,  jokes,  and slapstick humor,Spooky,  scary comedy",762,monty-python-and-the-holy-grail,1975
Andy Muschietti,"Science Fiction,Adventure,Action","[9037, 15292, 16953, 39731, 47032, 77264, 54596, 35487, 6899, 6856]",tt0439572,144,The Flash,https://a.ltrbxd.com/resized/film-poster/2/2/5/8/4/5/225845-the-flash-0-230-0-345-crop.jpg?v=be50db18ec,"Epic heroes,Superheroes in action-packed battles with villains,Action comedy and silly heroics,Martial arts and intense combat,Fantasy adventure,  heroism,  and swordplay,Action-packed space and alien sagas",298618,the-flash,2023
Larry Charles,Comedy,"[3247, 5945, 3700, 14745, 15534, 60996, 71737, 123131, 38445, 47891]",tt0443453,84,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,https://a.ltrbxd.com/resized/film-poster/5/1/6/1/4/51614-borat-cultural-learnings-of-america-for-make-benefit-glori-0-230-0-345-crop.jpg?v=17316654a2,"Crude humor and satire,Relationship comedy,Funny jokes and crude humor,Witty satire and amusing jokes,Gags,  jokes,  and slapstick humor,Hilarious comedy with catchy tunes,Laugh-out-loud relationship entanglements",496,borat-cultural-learnings-of-america-for-make-benefit-glorious-nation-of-kazakhstan,2006
Joe Wright,"Drama,Romance","[449, 1310, 1063, 5543, 6635, 28698, 39861, 86656, 37046, 53996]",tt0783233,123,Atonement,https://a.ltrbxd.com/resized/sm/upload/44/vx/ah/pc/quaWuwYZd8IbZMCOhW3CZEvyCWJ-0-230-0-345-crop.jpg?v=690eaa9389,"Epic history and literature,War and historical adventure,Moving relationship stories,Sumptuous royalty and lavish dramas,Passion and romance,Shakespearean drama and captivating vision,The Nazis and World War II,Military combat and heroic soldiers",4347,atonement,2007
Ingmar Bergman,Drama,"[457, 706, 534, 2218, 2704, 10368, 15346, 48563, 41141, 81956]",tt0060827,83,Persona,https://a.ltrbxd.com/resized/film-poster/5/1/3/5/5/51355-persona-0-230-0-345-crop.jpg?v=aca1e0fd3d,"Humanity and the world around us,Moving relationship stories,Intense violence and sexual transgression,Faith and religion,Surreal and thought-provoking visions of life and death,Erotic relationships and desire,Gothic and eerie haunting horror,Powerful stories of heartbreak and illness,Challenging or sexual themes & twists",797,persona,1966
Jon Favreau,"Comedy,Fantasy,Family","[5119, 9168, 5880, 22632, 23092, 77750, 71448, 103460, 28582, 54694]",tt0319343,97,Elf,https://a.ltrbxd.com/resized/sm/upload/na/qh/1q/84/lJqIgDqRr3nw3PiGu7ESCANCs9I-0-230-0-345-crop.jpg?v=fa8da1bae4,"Relationship comedy,Crude humor and satire,Heartwarming Christmas and holiday joy,Kids' animated fun and adventure,Funny jokes and crude humor,Hilarious comedy with catchy tunes,Laugh-out-loud relationship entanglements",10719,elf,2003
Doug Liman,"Science Fiction,Action","[731, 2029, 2030, 9928, 14478, 61319, 92297, 143993, 43446, 29860]",tt1631867,114,Edge of Tomorrow,https://a.ltrbxd.com/resized/film-poster/1/0/5/1/8/3/105183-edge-of-tomorrow-0-230-0-345-crop.jpg?v=114551fc99,"Monsters, aliens, sci-fi and the apocalypse,War and historical adventure,Epic heroes,Imaginative space odysseys and alien encounters,Action-packed space and alien sagas,Bravery in World War II,Thought-provoking sci-fi action and future technology,Military combat and heroic soldiers",137113,edge-of-tomorrow,2014
Jennifer Kent,"Horror,Drama","[3862, 9040, 6379, 25574, 23897, 73927, 70827, 96085, 27350, 28677]",tt2321549,94,The Babadook,https://a.ltrbxd.com/resized/film-poster/1/6/9/7/2/8/169728-the-babadook-0-230-0-345-crop.jpg?v=0821d9c945,"Horror, the undead and monster classics,Intense violence and sexual transgression,Terrifying,  haunted,  and supernatural horror,Gothic and eerie haunting horror,Gory,  gruesome,  and slasher horror,Creepy,  chilling,  and terrifying horror,Chilling experiments and classic monster horror",242224,the-babadook,2014
Zack Snyder,"Action,Adventure,Fantasy","[5353, 8758, 7851, 22769, 25808, 62348, 68798, 88299, 31981, 36299]",tt12361974,242,Zack Snyder's Justice League,https://a.ltrbxd.com/resized/film-poster/7/0/9/5/3/0/709530-zack-snyder-s-justice-league-0-230-0-345-crop.jpg?v=2262a9fbc3,"Epic heroes,Epic history and literature,Monsters, aliens, sci-fi and the apocalypse,Superheroes in action-packed battles with villains,Fantasy adventure,  heroism,  and swordplay,Martial arts and intense combat,Action-packed space and alien sagas,Explosive and action-packed heroes vs. villains",791373,zack-snyders-justice-league,2021
Guillermo del Toro,"Thriller,Drama,Crime","[930, 2885, 2917, 14202, 20540, 61432, 74919, 76364, 19231, 11804]",tt7740496,150,Nightmare Alley,https://a.ltrbxd.com/resized/film-poster/5/2/4/5/9/2/524592-nightmare-alley-0-230-0-345-crop.jpg?v=778e2ed2f0,"Thrillers and murder mysteries,Intense violence and sexual transgression,Film-noir and dark crime dramas,Gothic and eerie haunting horror,Terrifying,  haunted,  and supernatural horror,Chilling experiments and classic monster horror,Twisted dark psychological thriller",597208,nightmare-alley-2021,2021
Tom McGrath,"Comedy,Science Fiction,Animation,Action,Family","[1224, 4015, 3748, 18745, 22222, 80003, 79018, 111281, 33986, 66190]",tt1001526,96,Megamind,https://a.ltrbxd.com/resized/film-poster/2/6/4/7/6/26476-megamind-0-230-0-345-crop.jpg?v=d1296fb9f9,"Epic heroes,Kids' animated fun and adventure,Heartwarming Christmas and holiday joy,Adorable animals and heartwarming families,Superheroes in action-packed battles with villains,Action comedy and silly heroics",38055,megamind,2010
Dan Trachtenberg,"Science Fiction,Thriller,Horror,Drama","[1265, 3615, 2935, 14900, 18283, 76289, 92536, 120220, 28864, 21413]",tt1179933,104,10 Cloverfield Lane,https://a.ltrbxd.com/resized/film-poster/2/6/1/8/9/1/261891-10-cloverfield-lane-0-230-0-345-crop.jpg?v=141f0c7c30,"Monsters, aliens, sci-fi and the apocalypse,Horror, the undead and monster classics,Imaginative space odysseys and alien encounters,Sci-fi horror aliens and creatures,Dinosaurs and sci-fi monster adventures,The apocalypse and dangerous technology,Thought-provoking sci-fi action and future technology",333371,10-cloverfield-lane,2016
Pierre Coffin,"Animation,Family,Comedy","[1768, 4890, 4419, 23042, 28678, 113658, 97141, 111151, 19756, 44680]",tt1323594,95,Despicable Me,https://a.ltrbxd.com/resized/film-poster/3/9/0/6/7/39067-despicable-me-0-230-0-345-crop.jpg?v=a50cb28a31,"Crude humor and satire,Heartwarming Christmas and holiday joy,Kids' animated fun and adventure,Adorable animals and heartwarming families,Fairy-tale fantasy and enchanted magic,Action comedy and silly heroics",20352,despicable-me,2010
Richard Curtis,"Romance,Comedy,Drama","[4141, 8949, 6532, 23207, 23535, 70161, 59367, 80852, 22488, 47725]",tt0314331,135,Love Actually,https://a.ltrbxd.com/resized/sm/upload/m4/4f/b1/h3/kfX8Ctin3fSZbdnjh6CXSNZUOVP-0-230-0-345-crop.jpg?v=4ac6c52761,"Relationship comedy,Moving relationship stories,Song and dance,Heartwarming Christmas and holiday joy,Laugh-out-loud relationship entanglements,Charming romances and delightful chemistry,Quirky and endearing relationships,Touching and sad family stories",508,love-actually,2003
Danny Boyle,"Crime,Drama","[694, 1699, 1126, 6055, 6805, 37604, 58254, 170660, 93128, 134368]",tt0117951,94,Trainspotting,https://a.ltrbxd.com/resized/film-poster/5/1/4/9/7/51497-trainspotting-0-230-0-345-crop.jpg?v=c8597f6cb5,"Crime, drugs and gangsters,Humanity and the world around us,Underdogs and coming of age,Crude humor and satire,Drugs and violent crime,Engaging casino gambling drama,Challenging or sexual themes & twists,Funny jokes and crude humor,Legendary musicians and stardom",627,trainspotting,1996
Mark Dindal,"Animation,Comedy,Fantasy,Adventure,Family","[592, 2028, 1789, 10529, 13257, 61014, 68501, 120938, 36502, 79517]",tt0120917,78,The Emperor's New Groove,https://a.ltrbxd.com/resized/film-poster/4/5/0/6/5/45065-the-emperor-s-new-groove-0-230-0-345-crop.jpg?v=907ad250a4,"Crude humor and satire,Song and dance,Heartwarming Christmas and holiday joy,Kids' animated fun and adventure,Hilarious comedy with catchy tunes,Fairy-tale fantasy and enchanted magic,Adorable animals and heartwarming families",11688,the-emperors-new-groove,2000
Ruben Östlund,"Comedy,Drama","[2183, 4932, 4671, 17249, 22798, 65411, 96019, 150189, 60402, 42981]",tt7322224,147,Triangle of Sadness,https://a.ltrbxd.com/resized/film-poster/4/2/7/9/7/0/427970-triangle-of-sadness-0-230-0-345-crop.jpg?v=a9210ebfee,"Crude humor and satire,Relationship comedy,War and historical adventure,Disastrous voyages and heroic survival,Witty satire and amusing jokes,Bravery in World War II,Funny jokes and crude humor,War,  patriotism,  and political drama",497828,triangle-of-sadness,2022
Tim Burton,"Drama,Fantasy,Romance","[957, 2804, 2275, 14122, 16508, 87585, 99600, 194938, 57087, 120808]",tt0099487,105,Edward Scissorhands,https://a.ltrbxd.com/resized/film-poster/5/1/8/8/9/51889-edward-scissorhands-0-230-0-345-crop.jpg?v=38f2599419,"Moving relationship stories,Heartwarming Christmas and holiday joy,Fairy-tale fantasy and enchanted magic,Charming romances and delightful chemistry,Touching and sad family stories,Powerful stories of heartbreak and illness",162,edward-scissorhands,1990
David Leitch,"Action,Comedy,Adventure","[2874, 7776, 7575, 35430, 45169, 165635, 159321, 195641, 41232, 67277]",tt5463162,120,Deadpool 2,https://a.ltrbxd.com/resized/film-poster/3/1/8/1/9/5/318195-deadpool-2-0-230-0-345-crop.jpg?v=b43b5ab190,"Crude humor and satire,Epic heroes,Action comedy and silly heroics,Funny jokes and crude humor,Martial arts and intense combat,Gags,  jokes,  and slapstick humor,Western frontier dramas with a touch of humor",383498,deadpool-2,2018
Ang Lee,"Romance,Drama","[1159, 2241, 1365, 7664, 8115, 44031, 56267, 152294, 74475, 122272]",tt0388795,134,Brokeback Mountain,https://a.ltrbxd.com/resized/film-poster/5/1/9/0/9/51909-brokeback-mountain-0-230-0-345-crop.jpg?v=40ad2b59a0,"Moving relationship stories,Faith and religion,Emotional LGBTQ relationships,Erotic relationships and desire,Tragic sadness and captivating beauty,Sins,  forgiveness,  and challenging faith,Heartbreaking and moving family drama",142,brokeback-mountain,2005
Shane Black,"Action,Crime,Comedy","[793, 2795, 2362, 13092, 17618, 80081, 116490, 201953, 74581, 63801]",tt3799694,116,The Nice Guys,https://a.ltrbxd.com/resized/film-poster/2/1/6/3/0/1/216301-the-nice-guys-0-230-0-345-crop.jpg?v=40616daa2c,"Crude humor and satire,Thrillers and murder mysteries,Gags,  jokes,  and slapstick humor,Action comedy and silly heroics,Funny jokes and crude humor,Spooky,  scary comedy,Intriguing and suspenseful murder mysteries",290250,the-nice-guys,2016
Andrew Adamson,"Comedy,Fantasy,Family,Adventure,Animation","[1608, 4923, 3647, 21666, 21205, 96376, 83759, 173517, 70524, 219553]",tt0298148,93,Shrek 2,https://a.ltrbxd.com/resized/sm/upload/g4/4m/0c/6s/rD8SvOTCCJ2VIpIV7GUwUKD1Kzc-0-230-0-345-crop.jpg?v=e780d1b7d3,"Crude humor and satire,Relationship comedy,Heartwarming Christmas and holiday joy,Fairy-tale fantasy and enchanted magic,Kids' animated fun and adventure,Adorable animals and heartwarming families,Hilarious comedy with catchy tunes",809,shrek-2,2004
Byron Howard,"Family,Animation","[1094, 3725, 3390, 19808, 24136, 106895, 104038, 190418, 60758, 192520]",tt0398286,100,Tangled,https://a.ltrbxd.com/resized/sm/upload/0w/h1/le/1p/632CtNOARAuWYfdjoYn6ooP3BHQ-0-230-0-345-crop.jpg?v=845e60968f,"Song and dance,Fairy-tale fantasy and enchanted magic,Heartwarming Christmas and holiday joy,Kids' animated fun and adventure,Adorable animals and heartwarming families,Musicals with dazzling vocal performances",38757,tangled-2010,2010
Lee Unkrich,"Family,Comedy,Animation","[1365, 4239, 2804, 18987, 19293, 100498, 93982, 221997, 99682, 165396]",tt0435761,103,Toy Story 3,https://a.ltrbxd.com/resized/film-poster/4/6/4/5/8/46458-toy-story-3-0-230-0-345-crop.jpg?v=d46903002c,"Heartwarming Christmas and holiday joy,Adorable animals and heartwarming families,Kids' animated fun and adventure,Fairy-tale fantasy and enchanted magic,Emotional and captivating fantasy storytelling",10193,toy-story-3,2010
Steven Spielberg,"Adventure,Action","[563, 1588, 1291, 7833, 9868, 56369, 72431, 197080, 101838, 177993]",tt0082971,115,Raiders of the Lost Ark,https://a.ltrbxd.com/resized/film-poster/5/1/9/6/5/51965-raiders-of-the-lost-ark-0-230-0-345-crop.jpg?v=2b066bfd52,"Epic heroes,War and historical adventure,Bravery in World War II,Superheroes in action-packed battles with villains,Fantasy adventure,  heroism,  and swordplay,Epic adventure and breathtaking battles,Dinosaurs and sci-fi monster adventures",85,raiders-of-the-lost-ark,1981
